address,business_area,cityname,id,lat,lon,name,pname,tel,type
寿阳路99弄协信星光广场南里B1层,,上海市,B0FFHO1TRV,31.298943,121.455696,华氏大药房(协信星光广场店),上海市,021-56525567,医疗保健服务;医药保健销售店;药房
西藏南路1130号世纪联华超市一楼,,上海市,B0FFHNDGQR,31.210679,121.486073,百秀大药房(西藏南路店),上海市,021-63233376,医疗保健服务;医药保健销售店;药房
彭浦镇阳城路105号,,上海市,B0FFHMKLCS,31.284190,121.427649,国大药房(北翼阳城店),上海市,021-56379764,医疗保健服务;医药保健销售店;药房
延长中路301号第十人民医院一号楼,,上海市,B0FFHLWUUC,31.272588,121.452253,上海市第十人民医院药房,上海市,[],医疗保健服务;医药保健销售店;药房
泽州路96号附近,,上海市,B0FFHLUQIM,31.264421,121.454709,华氏大药房(泽州路药房店),上海市,021-56626630,医疗保健服务;医药保健销售店;药房
中潭路79号,,上海市,B0FFHK3G61,31.252757,121.442328,万芸健康药房(中潭路店),上海市,13764569436;15212138900,医疗保健服务;医药保健销售店;药房
罗秀路1195-1号,梅陇,上海市,B0FFHJZN00,31.129160,121.422240,上海雷允上药品经营有限公司,上海市,021-54286088,医疗保健服务;医药保健销售店;药房
南京西路与吴江路交叉口南50米,,上海市,B0FFHGDU7A,31.230573,121.464028,华氏大药房(青海路店),上海市,021-52868153;13817873281,医疗保健服务;医药保健销售店;药房
罗城路971-973号底层商铺,,上海市,B0FFHFDWUS,31.147991,121.432613,益丰大药房(罗城路店),上海市,021-54355519,医疗保健服务;医药保健销售店;药房
共和新路4460号,,上海市,B0FFHEMXAD,31.314547,121.448021,雷允上(彭新药店),上海市,[],医疗保健服务;医药保健销售店;医疗保健用品|医疗保健服务;医药保健销售店;药房
南京东路830号上海市第一百货商店B1层,,上海市,B0FFHD4BQU,31.235568,121.474633,同仁堂(上海市第一百货商店),上海市,[],医疗保健服务;医药保健销售店;医疗保健用品
斜土东路196号,,上海市,B0FFHC3B4Z,31.207711,121.488258,益丰大药房(斜土东路店),上海市,021-63233973,医疗保健服务;医药保健销售店;药房
上中西路280号壹街坊一楼,梅陇,上海市,B0FFHBBRV9,31.135448,121.426138,华氏大药房(梅陇分店),上海市,021-64548575,医疗保健服务;医药保健销售店;药房
幸福路42号,,上海市,B0FFH9URZQ,31.203934,121.431192,仁和药房网(上海第一药房),上海市,021-62905114;021-62810027,医疗保健服务;医药保健销售店;药房
武夷路196-3号,,上海市,B0FFH9APMC,31.213346,121.426576,上海市皮肤病医院-肤隆大药房,上海市,[],医疗保健服务;医药保健销售店;药房
万荣路372号附近,,上海市,B0FFH8JKA9,31.272699,121.444063,国大药房(万荣路店),上海市,021-56339627,医疗保健服务;医药保健销售店;药房
中星花苑沪太路宜川路路口处沪太路938号,,上海市,B0FFH8HQXQ,31.269325,121.436737,国大药房(宜川路店),上海市,021-60399000;021-56486326,医疗保健服务;医药保健销售店;药房
真光路1288号百联中环购物广场1层A区,真光,上海市,B0FFH72TB3,31.245534,121.383897,第一医药商店,上海市,021-61392395,医疗保健服务;医药保健销售店;药房
罗秀路869号,梅陇,上海市,B0FFH1FNR5,31.131227,121.433322,上海兴梅医药商店(姚家塘西),上海市,021-64530582,医疗保健服务;医药保健销售店;药房
华石路91号,漕河泾,上海市,B0FFH168UU,31.177440,121.430393,上海宝昌药店(华石路店),上海市,021-64080177,医疗保健服务;医药保健销售店;药房
梅川路1361号,长征,上海市,B0FFH10ZQU,31.245710,121.376980,复美大药房医保定点零售药店,上海市,[],医疗保健服务;医药保健销售店;药房
天津路与江西中路交叉口东50米,,上海市,B0FFH10968,31.239166,121.486584,东民医药,上海市,[],医疗保健服务;医药保健销售店;药房
春光路724号,颛桥,上海市,B0FFH1034Z,31.088565,121.383932,国大药房(葆源店),上海市,021-54421760,医疗保健服务;医药保健销售店;药房
肇嘉浜路1000号汇金百货西区B1层,徐家汇,上海市,B0FFH0ZQBQ,31.195239,121.439965,北京同仁堂(汇金百货西区),上海市,021-64070864,医疗保健服务;医药保健销售店;医药保健相关
华发路230号东阔生活广场F2,华泾,上海市,B0FFH0HLVA,31.127081,121.449690,好药师大药房(华发店),上海市,021-54331399,医疗保健服务;医药保健销售店;药房
斜土路2373号,,上海市,B0FFGZN06B,31.192104,121.447821,汇丰大药房(斜土店),上海市,021-64037570,医疗保健服务;医药保健销售店;药房
江杨南路与汾西路交叉口西北50米,,上海市,B0FFGZH4N1,31.313647,121.467641,国药堂大药房(汾西路店),上海市,[],医疗保健服务;医药保健销售店;药房
桂平路297-3号,漕河泾,上海市,B0FFGZH4EU,31.159718,121.406800,好药师大药房(平康店),上海市,021-64854800;15155950520,医疗保健服务;医药保健销售店;药房
场中路2795号101-1室,,上海市,B0FFGZFVIP,31.305134,121.438844,益丰大药房(场中路二店),上海市,021-63930282,医疗保健服务;医药保健销售店;药房
中潭路36号,,上海市,B0FFGYQ8FI,31.250757,121.444197,复美大药房(中远两湾城店),上海市,021-52928074;021-32030420,医疗保健服务;医药保健销售店;药房
医学院路69号华业大厦13层,,上海市,B0FFGY3CP7,31.199679,121.455608,慈济药业,上海市,021-64220925,医疗保健服务;医药保健销售店;药房
成都北路440号上海长征医院门诊楼F1层,,上海市,B0FFGXLHBX,31.231304,121.467565,药房(上海长征医院门诊楼),上海市,[],医疗保健服务;医药保健销售店;药房
太原路105弄1号101室,,上海市,B0FFGXKO9Q,31.206930,121.455016,老百姓大药房(建国医保店),上海市,021-64732835,医疗保健服务;医药保健销售店;药房
桃浦镇真南路616号,桃浦,上海市,B0FFGX2U1O,31.269492,121.388580,复美大药房(吉美店),上海市,021-33536390;13671576585,医疗保健服务;医药保健销售店;药房
柳州路181弄3号1302室,康健,上海市,B0FFGWERJW,31.159635,121.427055,德乐堂,上海市,13636532511,科教文化服务;科教文化场所;科教文化场所
虹漕路28号18临附近,漕河泾,上海市,B0FFGWEHTK,31.165866,121.410845,虹漕药店,上海市,[],医疗保健服务;医药保健销售店;药房
鸿兴路41号,,上海市,B0FFGTKBDJ,31.254646,121.476101,复美大药房(凯洁店),上海市,13916301252,医疗保健服务;医药保健销售店;药房
石泉路338号-乙附近,,上海市,B0FFGTHULT,31.247902,121.420433,复美大药房(石泉店),上海市,021-61805052,医疗保健服务;医药保健销售店;药房
真如镇街道北石路500弄112号,真如,上海市,B0FFGTHTZK,31.247476,121.393607,复美大药房(真如店),上海市,021-52047897;021-52651608,医疗保健服务;医药保健销售店;药房
泰山支路3号,,上海市,B0FFGTHDIW,31.259574,121.448525,海王星辰健康药房(泰山支路店),上海市,[],医疗保健服务;医药保健销售店;药房
新村路1316、1320号,,上海市,B0FFGSKG7S,31.265546,121.416093,益丰大药房(万里店),上海市,021-56311772;021-66090117,医疗保健服务;医药保健销售店;药房
建国东路120-128号,,上海市,B0FFGO3869,31.213154,121.478694,上海药房(勤奋药店),上海市,021-63853721;021-53830085,医疗保健服务;医药保健销售店;药房
茅台路718号,仙霞,上海市,B0FFGLJLQ9,31.210774,121.386308,益丰大药房(茅台路店),上海市,021-62299755,医疗保健服务;医药保健销售店;药房
虹桥路959弄1号,虹桥,上海市,B0FFGIU8HY,31.196152,121.419049,得一大药房(凯虹店),上海市,021-62750042,医疗保健服务;医药保健销售店;药房
天钥桥路888,龙华,上海市,B0FFGIQVBI,31.180010,121.444662,老百姓大药房(天钥桥路店),上海市,021-64870103,医疗保健服务;医药保健销售店;药房
新渔东路463号,仙霞,上海市,B0FFGHPH64,31.212364,121.382915,海王星辰健康药房(新渔东路二店),上海市,021-62402771,医疗保健服务;医药保健销售店;药房
双山路147号,,上海市,B0FFGGZDIE,31.261620,121.424392,益丰大药房(上海双山路店),上海市,021-56720855,医疗保健服务;医药保健销售店;药房
虹桥路1024弄4号,虹桥,上海市,B0FFGFB28F,31.194674,121.419263,得一大药房(虹桥路店),上海市,021-34686636,医疗保健服务;医药保健销售店;药房
徐泾镇诸陆西路852号,徐泾,上海市,B0FFGDJ5SA,31.175168,121.258589,上海顺源药房(诸陆西路店),上海市,[],医疗保健服务;医药保健销售店;药房
太阳山路156号,,上海市,B0FFGCIFTF,31.249599,121.460774,华氏大药房(太阳山路店),上海市,021-56713207,医疗保健服务;医药保健销售店;药房
祁顺路1309-1315,桃浦,上海市,B0FFGCEVNJ,31.292215,121.390354,金匮堂平价大药房,上海市,[],医疗保健服务;医药保健销售店;药房
宝山路519号(宝通路),,上海市,B0FFGCEV7J,31.258330,121.477999,华氏大药房(北区强华药店),上海市,021-56908445,医疗保健服务;医药保健销售店;药房
陆翔路111弄6号106室,顾村,上海市,B0FFGCEBKP,31.346576,121.370850,国大药房(绿地正大乐城店),上海市,021-56011250;18918810647,医疗保健服务;医药保健销售店;药房
南京东路299号南京路步行街(西藏中路)1层,,上海市,B0FFGBI4KW,31.235724,121.478789,同修仁德(香粉弄),上海市,[],医疗保健服务;医药保健销售店;药房
康健路12号,漕河泾,上海市,B0FFG804TC,31.165418,121.432755,老百姓大药房(康健路店),上海市,021-33562588,医疗保健服务;医药保健销售店;药房
金迈路422号,南翔,上海市,B0FFG6O2VI,31.286787,121.328619,一心堂大健康药店(金迈路店),上海市,021-69892156,医疗保健服务;医药保健销售店;药房
娄山关路482号,虹桥,上海市,B0FFG69YU4,31.208306,121.403995,得一大药房(娄山关路),上海市,021-62170266,医疗保健服务;医药保健销售店;药房
桃浦镇武威东路723号,桃浦,上海市,B0FFG5CXYM,31.276197,121.390971,华氏大药房(武威东路店),上海市,021-56502927,医疗保健服务;医药保健销售店;药房
永和东路593号近广延路,,上海市,B0FFG4OHKW,31.290232,121.455163,复美大药房(辰飞店),上海市,13866183016;15900507968,医疗保健服务;医药保健销售店;药房
