address,business_area,cityname,id,lat,lon,name,pname,tel,type
横沔老镇-康人路环桥路,,上海市,BV11092044,31.141151,121.639076,沔新路秀沿路(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
金山6路,,上海市,BV11091735,30.797186,121.299637,康和路东贤路(招呼站)(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
柘林3线,,上海市,BV11080216,30.818485,121.442528,联合北路银工路(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
申城观光1号线,,上海市,BV11113516,31.232599,121.475761,人民广场(西藏中路)(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
1817路;松江54路,,上海市,BV11114089,31.039951,121.286079,荣乐东路曹农路(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
申城观光2号线,,上海市,BV11113526,31.239735,121.490158,外滩(南京东路)(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
奉贤18路,,上海市,BV11080265,30.856358,121.510834,西湾村村委会(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
703路,,上海市,BV11109303,31.156141,121.428169,沪闵路柳州南路(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
74路,,上海市,BV10338353,31.224905,121.226627,华新镇(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
108路;132路;133路;554路(定班);745路;823路;874路;875路;876路,凉城,上海市,BV10024862,31.296051,121.471130,凉城路车站北路(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
174路;沪塘专线,浦江镇,上海市,BV11107658,31.063967,121.526794,三鲁公路沈杜公路(谈家港)(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
申城观光1号线,,上海市,BV11113513,31.237270,121.490166,外滩(汉口路)(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
闵行17路B线;闵行37路B线,,上海市,BV11108442,31.026453,121.392052,银春路富学路(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
1817路;松江54路,,上海市,BV11080742,31.051744,121.304131,民益路新车公路(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
1256路,江湾,上海市,BV11101832,31.335634,121.517937,新江湾城生活广场(国浩路政和路)(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
松江98路,,上海市,BV11112851,31.057777,121.155823,辰花路鼎源路(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
南川线,北蔡,上海市,BV11108711,31.168434,121.583908,华夏中路罗山路(三八河桥)(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
松江6路;松江9路,,上海市,BV11113609,31.003620,121.224854,松汇中路西林南路(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
张堰一路,,上海市,BV11102709,30.806618,121.287514,金张公路东贤路(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
松江6路;松江9路,,上海市,BV11113608,31.003672,121.227211,松汇中路人民南路(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
南头专线,,上海市,BV11100543,30.935478,121.594589,青伟路青龙港桥(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
虹桥枢纽8路,,上海市,BV11101732,30.895168,121.239723,松隐(临时站)(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
朱家角7路,朱家角镇,上海市,BV11104974,31.122267,121.020691,绿湖路淀山湖大道(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
闵行22路,,上海市,BV11114498,31.099253,121.434357,景联路虹梅南路(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
奉贤18路,,上海市,BV11095581,30.835209,121.557724,国防路(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
奉贤11路,,上海市,BV11092654,30.960604,121.476730,高丰路茂园路(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
1206路;340路;561路;717路;740路;808路;826路;837路;947路;948路;950路;北安线,,上海市,BV10026029,31.253012,121.366302,轻纺市场(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
1135路,临港,上海市,BV11091402,30.910004,121.919807,雪绒花路夏栎路(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
南燎专线,,上海市,BV11102525,30.893576,121.526772,浦星公路平庄公路(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
奉贤18路,,上海市,BV11102602,30.838741,121.545883,94869部队(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
申城观光1号线,,上海市,BV11113524,31.239926,121.490109,外滩(北京东路)(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
申城观光1号线,,上海市,BV11113519,31.229484,121.491806,城隍庙(人民路)(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
申城观光1号线;申城观光2号线,,上海市,BV11113517,31.234740,121.491050,外滩金牛广场(中山东一路)(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
申城观光1号线,,上海市,BV11113514,31.229675,121.494637,古城公园(新开河路)(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
1118路,,上海市,BV11110136,31.181211,121.490845,国展路周家渡路(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
浦江20路;浦江9路,,上海市,BV11107765,31.043703,121.546043,浦航路汇驰路(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
174路;沪塘专线,浦江镇,上海市,BV11107659,31.088146,121.519295,三鲁公路江月路(三友)(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
717路,丰庄,上海市,BV11106417,31.247618,121.355789,丰庄西路清峪路(招呼站)(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
1221路(高峰线);825路,仙霞,上海市,BV11104508,31.212561,121.356422,协和路甘溪路站(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
872路,徐泾,上海市,BV11091740,31.184162,121.288864,蟠文路会恒路(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
泥城2路,临港,上海市,BV11083968,30.855980,121.826500,倚天路第一机床(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
虹桥商务区1路;闵行23路,华漕,上海市,BV11087027,31.202734,121.313286,申长路兴虹路(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
南头专线;奉贤22路,,上海市,BV11102465,30.921198,121.517357,贤浦路南奉公路(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
申城观光2号线,陆家嘴,上海市,BV11113522,31.240108,121.501892,东方明珠(陆家嘴环路)(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
628路,,上海市,BV11091749,31.080873,121.647156,申江南路古博路(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
(停运)1845路区间;1845路内环;沪陈线,泗泾,上海市,BV11086113,31.105396,121.251663,古楼路仁育路(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
南浔古镇景区专线,,上海市,BV11098367,31.150747,121.805206,上海浦东机场(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
南浔古镇景区专线,,上海市,BV11098363,31.152500,121.433099,长途客运南站(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
547路,,上海市,BV11087836,31.276211,121.412163,大华三路真华路(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
103路,,上海市,BV11080494,31.265301,121.478790,天通庵路同心路(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
13路;519路;67路;776路/776路高峰定班车;88路;946路;96路,中山公园,上海市,BV10025621,31.219870,121.416595,中山公园地铁站(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
浦东滨江3路(环线),陆家嘴,上海市,BV11111618,31.235256,121.500893,陆家嘴环路名商路(北行)(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
642路;南团快线;四团3线;四团4线;奉贤14路,,上海市,BV11102338,30.941172,121.725113,公交四团站(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
1132路,,上海市,BV11118445,31.045528,121.648750,航三公路新场地铁站(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
南燎专线,,上海市,BV11100542,30.871563,121.634003,燎钦公路瞭星公路(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
四团4线;大泥专线,,上海市,BV11110867,30.921242,121.735138,新四平公路桐桥(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
张堰三路,,上海市,BV11103341,30.795151,121.251961,秦望路金秦路(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
南头专线,,上海市,BV11102208,30.931425,121.522415,秀竹路浦星公路(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
南头专线,,上海市,BV11102207,30.932058,121.535301,于庄11组(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
张堰二路,,上海市,BV11091730,30.808781,121.282677,张堰二路招呼站(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
奉贤11路,,上海市,BV11092653,30.961853,121.482056,高丰路金海公路(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
104路;109路;301路;302路;308路;315路;322路;324路;328路;329路;837路;927路;930路;941路;955路;沪唐专线;申川专线;隧道三线;隧道夜宵线,,上海市,BV10024644,31.248953,121.453079,上海火车站(南广场)(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
南头专线,,上海市,BV11102466,30.930960,121.517395,秀竹路贤浦路(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
青金线定班,,上海市,BV11092414,31.067080,120.963646,练西公路西岑支路(西岑)(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
申城观光2号线,,上海市,BV11113523,31.230433,121.494797,十六铺码头(中山东二路)(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
872路,徐泾,上海市,BV11103834,31.185305,121.286598,蟠中东路蟠文路(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
1063路,临港,上海市,BV11102341,30.975222,121.869865,船山街东大公路(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
松江96路,,上海市,BV11100681,31.058403,121.151749,佘天昆公路天横路(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
青浦7路,,上海市,BV11095511,31.159189,121.086884,盈港路赵青公路(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
横沔老镇-康人路环桥路,,上海市,BV11092042,31.135065,121.640816,沔新路秀浦路(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
虹桥枢纽6路;青泸线;青浦21路;青纪线,,上海市,BV11085380,31.161152,121.156738,盈港东路崧润路(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
南团快线,奉城村,上海市,BV11110861,30.922630,121.675087,洪南(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
张堰三路,,上海市,BV11102707,30.798798,121.260010,振凯路振康路(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
嘉定108路,,上海市,BV11101101,31.311132,121.143509,鸵鸟路民丰路(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
申城观光1号线,,上海市,BV11113520,31.234440,121.478287,南京路步行街(浙江中路)(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
青金线定班,,上海市,BV11096303,31.079567,120.959114,沪青平公路张家路(招呼站)(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
嘉定112路;嘉定114路;嘉定116路;嘉虹3线;安虹线,,上海市,BV10027223,31.287924,121.163361,安亭地铁站(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
南团快线;南头专线;南燎专线,,上海市,BV11100546,30.920391,121.516403,南奉公路贤浦路(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
浦东19路,,上海市,BV11082191,31.354839,121.517548,江心沙路(仓房浜)(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
浦江7路,,上海市,BV11107599,31.012541,121.514488,丰南路浦星公路(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
南头专线;奉贤14路,奉城,上海市,BV11102206,30.925652,121.635666,团青公路奉旺路(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
1731路(高峰线);横长线;长南线定班;陈凤线,,上海市,BV10026270,31.394354,121.705894,长兴岛枢纽站(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
776路/776路高峰定班车,徐泾,上海市,BV11085756,31.166134,121.271767,明珠路沪青平公路(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
827路;836路;856路;88路,仙霞,上海市,BV10030719,31.206068,121.389030,仙霞路水城路(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
(停运)松江94路;1840路;1840路(往九杜路方向);1841路;1842路;1843路;199路;706路;706路区间;797路;松江40路(地铁1号口方向);松江40路(地铁4号口方向);松江41路;松江42路;松江43路内环;松江43路外环;松江44路;松江68路;松江84路;松江89路;沪松线,,上海市,BV10028403,31.138906,121.320610,九亭地铁站(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
554路(定班),凉城,上海市,BV10025419,31.287271,121.471581,广灵四路凉城路(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
115路;117路;305路;306路;310路;823路;912路;929路;942路;962路;新川专线,,上海市,BV10024727,31.251654,121.455421,上海火车站(北广场)(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
887路,,上海市,BV11101292,31.315250,121.475914,安汾路高境路(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
奉贤18路;奉贤18路区间;奉贤19路;奉贤20路;海沈线;海湾1线;海航专线,,上海市,BV11115264,30.839676,121.511467,应用技术大学南门(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
四团3线,,上海市,BV11110864,30.929888,121.770183,横桥村(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
奉贤14路,奉城村,上海市,BV11104948,30.926693,121.672028,洪西(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
奉贤14路,奉城村,上海市,BV11104945,30.924788,121.659630,团青公路奉海路(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
张堰三路,,上海市,BV11088921,30.800104,121.251816,金张公路秦望路(长浜村)(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
浦东54路,,上海市,BV11107998,31.294149,121.583961,莱阳路东煦路(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
虹桥镇社区巴士,古北,上海市,BV11085552,31.186876,121.402908,古北路吴中路(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
闵行5路,,上海市,BV11081784,31.045204,121.422531,放鹤路都园路(招呼站)(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
南川线,,上海市,BV11108710,31.174011,121.603645,华夏中路金科路(向阳河桥)(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
南头专线,,上海市,BV11100544,30.984146,121.661121,大叶公路新潮河桥(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
南燎专线,,上海市,BV11102483,30.897583,121.599106,平庄公路团结支路(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
奉贤14路,,上海市,BV11102339,30.932673,121.681335,团青公路施家宅桥(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
南浔古镇景区专线,,上海市,BV11098366,31.251879,121.453589,长途汽车客运总站(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
申城观光1号线,新天地(自忠路),上海市,BV11113521,31.220425,121.474213,新天地(马当路)(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
徐泾1路,徐泾,上海市,BV11084483,31.191931,121.284492,龙联路蟠东路(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
都市观光旅游2线,陆家嘴,上海市,BV10385979,31.239862,121.501610,东方明珠广播电视塔(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
横沔老镇-康人路环桥路,,上海市,BV11092043,31.151541,121.639091,横沔老镇(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
1129路,曹路,上海市,BV11080253,31.264454,121.670319,民雷路秦家港路(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
23路,,上海市,BV11106378,31.235155,121.450890,康定路江宁路(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
嘉定128路,,上海市,BV11117666,31.343403,121.158661,墨玉北路周泾路(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
奉贤34路,,上海市,BV11117179,30.982286,121.406738,浦秀村(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
松江4路,永丰,上海市,BV11108994,31.008646,121.215485,永丰路中山西路(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
1513路,,上海市,BV11094747,31.089682,121.072464,康欧路康业路(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
上石线;松卫专线;莲石专线;金漕线,,上海市,BV10028242,30.847782,121.338127,朱行(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
南金线;朱松线;莲金专线,,上海市,BV10026999,30.893311,121.203094,新农(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
申城观光2号线,陆家嘴,上海市,BV11113512,31.234385,121.505325,上海中心(花园石桥路)(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
892路;嘉定51路;嘉定56路,,上海市,BV11110874,31.382942,121.223145,胜辛路平城路(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
朱家角7路,朱家角镇,上海市,BV11104973,31.113364,121.036202,孟将堂路沙淀北路(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
(停运)164路;156路;816路;957路;上石线;机场七线;金山铁路;金山铁路(直达);金山铁路大站停(车墩/亭林),,上海市,BV10025072,31.156216,121.427750,上海南站(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
浦东58路,张江,上海市,BV11118456,31.178970,121.603645,中科路海趣路(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
浦东58路,张江,上海市,BV11118450,31.181984,121.613281,哥白尼路中科路(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
松江93路,佘山,上海市,BV11118435,31.090483,121.174423,九江公路千新公路(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
浦东58路,张江,上海市,BV11118434,31.174982,121.599915,环科路金科路(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
04路,,上海市,BV11118066,31.320187,121.460388,景凤路阳曲路(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
城桥5路,城桥,上海市,BV11117634,31.631954,121.412399,花鸟路湄洲路(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
奉贤34路;奉贤35路,,上海市,BV11117178,30.975040,121.450455,奉金路扶港路(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
奉贤21路,,上海市,BV11116855,30.966093,121.515526,南行兴苑(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
奉贤42路;海航专线,,上海市,BV11114791,30.987791,121.504089,金汇(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
南团快线,奉城村,上海市,BV11110872,30.920341,121.666748,川南奉公路向阳河桥(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
南团快线,,上海市,BV11110870,30.926353,121.562042,岳和(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
浦江7路,,上海市,BV11107602,31.012018,121.528168,丰南路正义路(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
浦东31路;老港1路,,上海市,BV11105831,31.031445,121.841545,建中路港怡路(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
松江45路内圈;松江45路外圈,,上海市,BV11104036,31.103720,121.234558,古楼公路新家园路(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
张堰三路,,上海市,BV11102714,30.802773,121.270828,汇达路振堰路(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
张堰三路,,上海市,BV11102711,30.801889,121.265244,汇达路茸卫路(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
南头专线,奉城,上海市,BV11102209,30.927162,121.618965,团青公路路口中心路(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
1504路;880路B线,,上海市,BV11083341,31.187336,121.231621,凤强塘路凤雅路(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
浦江20路;浦江9路,,上海市,BV11107766,31.042179,121.547053,汇驰路浦航路(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
虹桥镇社区巴士,古北,上海市,BV11085555,31.190977,121.397141,翠钰南路虹五路(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
浦东19路,,上海市,BV11082186,31.348701,121.530312,江心沙路(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
嘉松线;青黄专线,,上海市,BV10385836,31.191444,121.220871,嘉松中路北青公路(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
94路,,上海市,BV11372812,31.223390,121.446758,静安寺(南京西路)(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
莘金专线,,上海市,BV11372612,31.013342,121.337062,北松公路汇北公路(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
闵虹1线,颛桥,上海市,BV11372352,31.066198,121.401497,颛桥地铁站(颛桥)(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
703路;707路;816路;南江线;徐闵夜宵专线;徐闵线;莘团线;莘金专线;虹桥枢纽4路;虹桥枢纽5路;闵虹1线;闵行4路;闵行7路,颛桥,上海市,BV11372334,31.067223,121.401543,颛桥站(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
泥城1路,临港,上海市,BV11372141,30.941589,121.804314,希望路陈店9组(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
泥城1路,临港,上海市,BV11372140,30.899544,121.797201,马五公路彭镇小学(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
泥城1路,临港,上海市,BV11372139,30.940829,121.816172,公陈路公平17组(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
泥城1路,临港,上海市,BV11372138,30.903312,121.796766,马五公路彭镇中学(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
泥城1路,临港,上海市,BV11372137,30.942973,121.811003,公陈路陈店4组(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
泥城1路,临港,上海市,BV11372136,30.939711,121.830533,新泥路公平村北站(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
泥城1路,临港,上海市,BV11372135,30.906602,121.797335,马五公路彭平东路(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
泥城1路,临港,上海市,BV11372134,30.938160,121.821840,公陈路公平9组(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
泥城1路,临港,上海市,BV11372133,30.933464,121.826662,新泥路公平村中站(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
泥城1路,临港,上海市,BV11372132,30.939470,121.818963,公陈路公平5组(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
泥城1路,临港,上海市,BV11372131,30.935117,121.827331,新泥路公平13组(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
泥城4路,临港,上海市,BV11372123,30.942852,121.832474,新泥路新一(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
泥城4路,临港,上海市,BV11372122,30.919701,121.818468,公平村窑厂(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
泥城4路,临港,上海市,BV11372121,30.920955,121.822101,人苏路鸿砖(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
泥城4路,临港,上海市,BV11372120,30.931250,121.825543,公平村南站(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
泥城4路,临港,上海市,BV11372119,30.960122,121.837977,新泥路新建村(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
泥城4路,临港,上海市,BV11372118,30.908872,121.824553,大泥路人民村(公交站),上海市,[],交通设施服务;公交车站;公交车站相关
